ADM3_EN,ADM3_PCODE,ADM3_REF,ADM3ALT1EN,ADM3ALT2EN,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE
San Clemente,PH036913000,NA,NA,NA,Tarlac,PH036900000,Region III,PH030000000,Philippines (the),PH
San Dionisio,PH063038000,NA,NA,NA,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
San Emilio,PH012917000,NA,NA,NA,Ilocos Sur,PH012900000,Region I,PH010000000,Philippines (the),PH
San Enrique,PH063039000,NA,NA,NA,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
San Enrique,PH064525000,NA,NA,NA,Negros Occidental,PH064500000,Region VI,PH060000000,Philippines (the),PH
San Esteban,PH012918000,NA,NA,NA,Ilocos Sur,PH012900000,Region I,PH010000000,Philippines (the),PH
San Fabian,PH015533000,NA,NA,NA,Pangasinan,PH015500000,Region I,PH010000000,Philippines (the),PH
San Felipe,PH037110000,NA,NA,NA,Zambales,PH037100000,Region III,PH030000000,Philippines (the),PH
San Fernando,PH051732000,NA,NA,NA,Camarines Sur,PH051700000,Region V,PH050000000,Philippines (the),PH
San Fernando,PH054118000,NA,NA,NA,Masbate,PH054100000,Region V,PH050000000,Philippines (the),PH
San Fernando,PH072241000,NA,NA,NA,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
San Fernando,PH101318000,NA,NA,NA,Bukidnon,PH101300000,Region X,PH100000000,Philippines (the),PH
San Fernando,PH175913000,NA,NA,NA,Romblon,PH175900000,Region IV-B,PH170000000,Philippines (the),PH
San Francisco,PH045642000,NA,NA,NA,Quezon,PH045600000,Region IV-A,PH040000000,Philippines (the),PH
San Francisco,PH072242000,NA,NA,NA,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
San Francisco,PH086413000,NA,NA,NA,Southern Leyte,PH086400000,Region VIII,PH080000000,Philippines (the),PH
San Francisco,PH160308000,NA,NA,NA,Agusan del Sur,PH160300000,Region XIII,PH160000000,Philippines (the),PH
San Francisco,PH166719000,NA,NA,NA,Surigao del Norte,PH166700000,Region XIII,PH160000000,Philippines (the),PH
San Gabriel,PH013315000,NA,NA,NA,La Union,PH013300000,Region I,PH010000000,Philippines (the),PH
San Guillermo,PH023128000,NA,NA,NA,Isabela,PH023100000,Region II,PH020000000,Philippines (the),PH
San Ildefonso,PH012919000,NA,NA,NA,Ilocos Sur,PH012900000,Region I,PH010000000,Philippines (the),PH
San Ildefonso,PH031419000,NA,NA,NA,Bulacan,PH031400000,Region III,PH030000000,Philippines (the),PH
San Isidro,PH023129000,NA,NA,NA,Isabela,PH023100000,Region II,PH020000000,Philippines (the),PH
San Isidro,PH034925000,NA,NA,NA,Nueva Ecija,PH034900000,Region III,PH030000000,Philippines (the),PH
San Isidro,PH071237000,NA,NA,NA,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
San Isidro,PH083742000,NA,NA,NA,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
San Isidro,PH084818000,NA,NA,NA,Northern Samar,PH084800000,Region VIII,PH080000000,Philippines (the),PH
San Isidro,PH112324000,NA,NA,NA,Davao del Norte,PH112300000,Region XI,PH110000000,Philippines (the),PH
San Isidro,PH112510000,NA,NA,NA,Davao Oriental,PH112500000,Region XI,PH110000000,Philippines (the),PH
San Isidro,PH140121000,NA,NA,NA,Abra,PH140100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
San Isidro,PH166720000,NA,NA,NA,Surigao del Norte,PH166700000,Region XIII,PH160000000,Philippines (the),PH
San Jacinto,PH015534000,NA,NA,NA,Pangasinan,PH015500000,Region I,PH010000000,Philippines (the),PH
San Jacinto,PH054119000,NA,NA,NA,Masbate,PH054100000,Region V,PH050000000,Philippines (the),PH
San Joaquin,PH063040000,NA,NA,NA,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
San Jorge,PH086025000,NA,NA,NA,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
San Jose,PH036918000,NA,NA,NA,Tarlac,PH036900000,Region III,PH030000000,Philippines (the),PH
San Jose,PH041022000,NA,NA,NA,Batangas,PH041000000,Region IV-A,PH040000000,Philippines (the),PH
San Jose,PH051733000,NA,NA,NA,Camarines Sur,PH051700000,Region V,PH050000000,Philippines (the),PH
San Jose,PH060613000,NA,NA,NA,Antique,PH060600000,Region VI,PH060000000,Philippines (the),PH
San Jose,PH074617000,NA,NA,NA,Negros Oriental,PH074600000,Region VII,PH070000000,Philippines (the),PH
San Jose,PH084819000,NA,NA,NA,Northern Samar,PH084800000,Region VIII,PH080000000,Philippines (the),PH
San Jose,PH168506000,NA,NA,NA,Dinagat Islands,PH168500000,Region XIII,PH160000000,Philippines (the),PH
San Jose,PH175110000,NA,NA,NA,Occidental Mindoro,PH175100000,Region IV-B,PH170000000,Philippines (the),PH
San Jose,PH175914000,NA,NA,NA,Romblon,PH175900000,Region IV-B,PH170000000,Philippines (the),PH
San Jose City,PH034926000,NA,NA,NA,Nueva Ecija,PH034900000,Region III,PH030000000,Philippines (the),PH
San Jose de Buan,PH086014000,NA,NA,NA,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
San Juan,PH012920000,NA,NA,NA,Ilocos Sur,PH012900000,Region I,PH010000000,Philippines (the),PH
San Juan,PH013316000,NA,NA,NA,La Union,PH013300000,Region I,PH010000000,Philippines (the),PH
San Juan,PH041023000,NA,NA,NA,Batangas,PH041000000,Region IV-A,PH040000000,Philippines (the),PH
San Juan,PH076105000,NA,NA,NA,Siquijor,PH076100000,Region VII,PH070000000,Philippines (the),PH
San Juan,PH086414000,NA,NA,NA,Southern Leyte,PH086400000,Region VIII,PH080000000,Philippines (the),PH
San Juan,PH140122000,NA,NA,NA,Abra,PH140100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
San Julian,PH082620000,NA,NA,NA,Eastern Samar,PH082600000,Region VIII,PH080000000,Philippines (the),PH
San Leonardo,PH034927000,NA,NA,NA,Nueva Ecija,PH034900000,Region III,PH030000000,Philippines (the),PH
San Lorenzo,PH067904000,NA,NA,NA,Guimaras,PH067900000,Region VI,PH060000000,Philippines (the),PH
San Lorenzo Ruiz,PH051604000,NA,NA,NA,Camarines Norte,PH051600000,Region V,PH050000000,Philippines (the),PH
San Luis,PH035417000,NA,NA,NA,Pampanga,PH035400000,Region III,PH030000000,Philippines (the),PH
San Luis,PH037708000,NA,NA,NA,Aurora,PH037700000,Region III,PH030000000,Philippines (the),PH
San Luis,PH041024000,NA,NA,NA,Batangas,PH041000000,Region IV-A,PH040000000,Philippines (the),PH
San Luis,PH160309000,NA,NA,NA,Agusan del Sur,PH160300000,Region XIII,PH160000000,Philippines (the),PH
San Manuel,PH015535000,NA,NA,NA,Pangasinan,PH015500000,Region I,PH010000000,Philippines (the),PH
San Manuel,PH023130000,NA,NA,NA,Isabela,PH023100000,Region II,PH020000000,Philippines (the),PH
San Manuel,PH036914000,NA,NA,NA,Tarlac,PH036900000,Region III,PH030000000,Philippines (the),PH
San Marcelino,PH037111000,NA,NA,NA,Zambales,PH037100000,Region III,PH030000000,Philippines (the),PH
San Mariano,PH023131000,NA,NA,NA,Isabela,PH023100000,Region II,PH020000000,Philippines (the),PH
San Mateo,PH023132000,NA,NA,NA,Isabela,PH023100000,Region II,PH020000000,Philippines (the),PH
San Mateo,PH045811000,NA,NA,NA,Rizal,PH045800000,Region IV-A,PH040000000,Philippines (the),PH
San Miguel,PH031421000,NA,NA,NA,Bulacan,PH031400000,Region III,PH030000000,Philippines (the),PH
San Miguel,PH052009000,NA,NA,NA,Catanduanes,PH052000000,Region V,PH050000000,Philippines (the),PH
San Miguel,PH063041000,NA,NA,NA,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
San Miguel,PH071238000,NA,NA,NA,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
San Miguel,PH083743000,NA,NA,NA,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
San Miguel,PH097324000,NA,NA,NA,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
San Miguel,PH133907000,NA,NA,NA,NCR,PH133900000,National Capital Region,PH130000000,Philippines (the),PH
San Miguel,PH166816000,NA,NA,NA,Surigao del Sur,PH166800000,Region XIII,PH160000000,Philippines (the),PH
San Narciso,PH037112000,NA,NA,NA,Zambales,PH037100000,Region III,PH030000000,Philippines (the),PH
San Narciso,PH045644000,NA,NA,NA,Quezon,PH045600000,Region IV-A,PH040000000,Philippines (the),PH
San Nicolas,PH012820000,NA,NA,NA,Ilocos Norte,PH012800000,Region I,PH010000000,Philippines (the),PH
San Nicolas,PH015536000,NA,NA,NA,Pangasinan,PH015500000,Region I,PH010000000,Philippines (the),PH
San Nicolas,PH041025000,NA,NA,NA,Batangas,PH041000000,Region IV-A,PH040000000,Philippines (the),PH
San Nicolas,PH133904000,NA,NA,NA,NCR,PH133900000,National Capital Region,PH130000000,Philippines (the),PH
San Pablo,PH023133000,NA,NA,NA,Isabela,PH023100000,Region II,PH020000000,Philippines (the),PH
San Pablo,PH097325000,NA,NA,NA,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
San Pablo City,PH043424000,NA,NA,NA,Laguna,PH043400000,Region IV-A,PH040000000,Philippines (the),PH
San Pascual,PH041026000,NA,NA,NA,Batangas,PH041000000,Region IV-A,PH040000000,Philippines (the),PH
San Pascual,PH054120000,NA,NA,NA,Masbate,PH054100000,Region V,PH050000000,Philippines (the),PH
San Policarpo,PH082621000,NA,NA,NA,Eastern Samar,PH082600000,Region VIII,PH080000000,Philippines (the),PH
San Quintin,PH015537000,NA,NA,NA,Pangasinan,PH015500000,Region I,PH010000000,Philippines (the),PH
San Quintin,PH140123000,NA,NA,NA,Abra,PH140100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
San Rafael,PH031422000,NA,NA,NA,Bulacan,PH031400000,Region III,PH030000000,Philippines (the),PH
San Rafael,PH063042000,NA,NA,NA,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
San Remigio,PH060614000,NA,NA,NA,Antique,PH060600000,Region VI,PH060000000,Philippines (the),PH
San Remigio,PH072243000,NA,NA,NA,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
San Ricardo,PH086415000,NA,NA,NA,Southern Leyte,PH086400000,Region VIII,PH080000000,Philippines (the),PH
San Roque,PH084820000,NA,NA,NA,Northern Samar,PH084800000,Region VIII,PH080000000,Philippines (the),PH
San Sebastian,PH086015000,NA,NA,NA,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
San Simon,PH035418000,NA,NA,NA,Pampanga,PH035400000,Region III,PH030000000,Philippines (the),PH
San Teodoro,PH175213000,NA,NA,NA,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,Philippines (the),PH
San Vicente,PH012921000,NA,NA,NA,Ilocos Sur,PH012900000,Region I,PH010000000,Philippines (the),PH
San Vicente,PH051609000,NA,NA,NA,Camarines Norte,PH051600000,Region V,PH050000000,Philippines (the),PH
San Vicente,PH084821000,NA,NA,NA,Northern Samar,PH084800000,Region VIII,PH080000000,Philippines (the),PH
San Vicente,PH175319000,NA,NA,NA,Palawan,PH175300000,Region IV-B,PH170000000,Philippines (the),PH
Sanchez-Mira,PH021522000,NA,NA,NA,Cagayan,PH021500000,Region II,PH020000000,Philippines (the),PH
Santa,PH012922000,NA,NA,NA,Ilocos Sur,PH012900000,Region I,PH010000000,Philippines (the),PH
Santa Ana,PH021523000,NA,NA,NA,Cagayan,PH021500000,Region II,PH020000000,Philippines (the),PH
Santa Ana,PH035419000,NA,NA,NA,Pampanga,PH035400000,Region III,PH030000000,Philippines (the),PH
Santa Ana,PH133914000,NA,NA,NA,NCR,PH133900000,National Capital Region,PH130000000,Philippines (the),PH
Santa Barbara,PH015538000,NA,NA,NA,Pangasinan,PH015500000,Region I,PH010000000,Philippines (the),PH
Santa Barbara,PH063043000,NA,NA,NA,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Santa Catalina,PH012923000,NA,NA,NA,Ilocos Sur,PH012900000,Region I,PH010000000,Philippines (the),PH
Santa Catalina,PH074618000,NA,NA,NA,Negros Oriental,PH074600000,Region VII,PH070000000,Philippines (the),PH
Santa Cruz,PH012924000,NA,NA,NA,Ilocos Sur,PH012900000,Region I,PH010000000,Philippines (the),PH
Santa Cruz,PH037113000,NA,NA,NA,Zambales,PH037100000,Region III,PH030000000,Philippines (the),PH
Santa Cruz,PH043426000,NA,NA,NA,Laguna,PH043400000,Region IV-A,PH040000000,Philippines (the),PH
Santa Cruz,PH112412000,NA,NA,NA,Davao del Sur,PH112400000,Region XI,PH110000000,Philippines (the),PH
Santa Cruz,PH133905000,NA,NA,NA,NCR,PH133900000,National Capital Region,PH130000000,Philippines (the),PH
Santa Cruz,PH174005000,NA,NA,NA,Marinduque,PH174000000,Region IV-B,PH170000000,Philippines (the),PH
Santa Cruz,PH175111000,NA,NA,NA,Occidental Mindoro,PH175100000,Region IV-B,PH170000000,Philippines (the),PH
Santa Elena,PH051610000,NA,NA,NA,Camarines Norte,PH051600000,Region V,PH050000000,Philippines (the),PH
Santa Fe,PH025012000,NA,NA,NA,Nueva Vizcaya,PH025000000,Region II,PH020000000,Philippines (the),PH
Santa Fe,PH072244000,NA,NA,NA,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Santa Fe,PH083744000,NA,NA,NA,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Santa Fe,PH175915000,NA,NA,NA,Romblon,PH175900000,Region IV-B,PH170000000,Philippines (the),PH
Santa Ignacia,PH036915000,NA,NA,NA,Tarlac,PH036900000,Region III,PH030000000,Philippines (the),PH
Santa Josefa,PH160310000,NA,NA,NA,Agusan del Sur,PH160300000,Region XIII,PH160000000,Philippines (the),PH
Santa Lucia,PH012925000,NA,NA,NA,Ilocos Sur,PH012900000,Region I,PH010000000,Philippines (the),PH
Santa Magdalena,PH056215000,NA,NA,NA,Sorsogon,PH056200000,Region V,PH050000000,Philippines (the),PH
Santa Marcela,PH148107000,NA,NA,NA,Apayao,PH148100000,Cordillera Administrative Region,PH140000000,Philippines (the),PH
Santa Margarita,PH086016000,NA,NA,NA,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
Santa Maria,PH012926000,NA,NA,NA,Ilocos Sur,PH012900000,Region I,PH010000000,Philippines (the),PH
Santa Maria,PH015539000,NA,NA,NA,Pangasinan,PH015500000,Region I,PH010000000,Philippines (the),PH
Santa Maria,PH023134000,NA,NA,NA,Isabela,PH023100000,Region II,PH020000000,Philippines (the),PH
Santa Maria,PH031423000,NA,NA,NA,Bulacan,PH031400000,Region III,PH030000000,Philippines (the),PH
Santa Maria,PH043427000,NA,NA,NA,Laguna,PH043400000,Region IV-A,PH040000000,Philippines (the),PH
Santa Maria,PH118604000,NA,NA,NA,Davao Occidental,PH118600000,Region XI,PH110000000,Philippines (the),PH
Santa Maria,PH175917000,NA,NA,NA,Romblon,PH175900000,Region IV-B,PH170000000,Philippines (the),PH
Santa Monica,PH166721000,NA,NA,NA,Surigao del Norte,PH166700000,Region XIII,PH160000000,Philippines (the),PH
Santa Praxedes,PH021524000,NA,NA,NA,Cagayan,PH021500000,Region II,PH020000000,Philippines (the),PH
Santa Rita,PH035420000,NA,NA,NA,Pampanga,PH035400000,Region III,PH030000000,Philippines (the),PH
Santa Rita,PH086017000,NA,NA,NA,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
Santa Rosa,PH034928000,NA,NA,NA,Nueva Ecija,PH034900000,Region III,PH030000000,Philippines (the),PH
Santa Teresita,PH021525000,NA,NA,NA,Cagayan,PH021500000,Region II,PH020000000,Philippines (the),PH
Santa Teresita,PH041027000,NA,NA,NA,Batangas,PH041000000,Region IV-A,PH040000000,Philippines (the),PH
Santander,PH072245000,NA,NA,NA,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Santiago,PH012927000,NA,NA,NA,Ilocos Sur,PH012900000,Region I,PH010000000,Philippines (the),PH
Santiago,PH160210000,NA,NA,NA,Agusan del Norte,PH160200000,Region XIII,PH160000000,Philippines (the),PH
Santo Domingo,PH012928000,NA,NA,NA,Ilocos Sur,PH012900000,Region I,PH010000000,Philippines (the),PH
Santo Domingo,PH034929000,NA,NA,NA,Nueva Ecija,PH034900000,Region III,PH030000000,Philippines (the),PH
Santo Domingo,PH050516000,NA,NA,NA,Albay,PH050500000,Region V,PH050000000,Philippines (the),PH
Santo Niño,PH021526000,Santo Nino,NA,NA,Cagayan,PH021500000,Region II,PH020000000,Philippines (the),PH
Santo Niño,PH086018000,Santo Nino,NA,NA,Samar,PH086000000,Region VIII,PH080000000,Philippines (the),PH
Santo Niño,PH126318000,Santo Nino,NA,NA,South Cotabato,PH126300000,Region XII,PH120000000,Philippines (the),PH
Santo Tomas,PH013317000,NA,NA,NA,La Union,PH013300000,Region I,PH010000000,Philippines (the),PH
Santo Tomas,PH015540000,NA,NA,NA,Pangasinan,PH015500000,Region I,PH010000000,Philippines (the),PH
Santo Tomas,PH023136000,NA,NA,NA,Isabela,PH023100000,Region II,PH020000000,Philippines (the),PH
Santo Tomas,PH035421000,NA,NA,NA,Pampanga,PH035400000,Region III,PH030000000,Philippines (the),PH
Santo Tomas,PH041028000,NA,NA,NA,Batangas,PH041000000,Region IV-A,PH040000000,Philippines (the),PH
Santo Tomas,PH112318000,NA,NA,NA,Davao del Norte,PH112300000,Region XI,PH110000000,Philippines (the),PH
Santol,PH013318000,NA,NA,NA,La Union,PH013300000,Region I,PH010000000,Philippines (the),PH
Sapa-Sapa,PH157010000,NA,NA,NA,Tawi-Tawi,PH157000000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Sapad,PH103519000,NA,NA,NA,Lanao del Norte,PH103500000,Region X,PH100000000,Philippines (the),PH
Sapang Dalaga,PH104213000,NA,NA,NA,Misamis Occidental,PH104200000,Region X,PH100000000,Philippines (the),PH
Sapi-An,PH061915000,NA,NA,NA,Capiz,PH061900000,Region VI,PH060000000,Philippines (the),PH
Sara,PH063044000,NA,NA,NA,Iloilo,PH063000000,Region VI,PH060000000,Philippines (the),PH
Sarangani,PH118605000,NA,NA,NA,Davao Occidental,PH118600000,Region XI,PH110000000,Philippines (the),PH
Sariaya,PH045645000,NA,NA,NA,Quezon,PH045600000,Region IV-A,PH040000000,Philippines (the),PH
Sarrat,PH012821000,NA,NA,NA,Ilocos Norte,PH012800000,Region I,PH010000000,Philippines (the),PH
Sasmuan,PH035422000,NA,NA,NA,Pampanga,PH035400000,Region III,PH030000000,Philippines (the),PH
Science City of Muñoz,PH034917000,Science City of Munoz,NA,NA,Nueva Ecija,PH034900000,Region III,PH030000000,Philippines (the),PH
Sebaste,PH060615000,NA,NA,NA,Antique,PH060600000,Region VI,PH060000000,Philippines (the),PH
Sen. Ninoy Aquino,PH126512000,NA,NA,NA,Sultan Kudarat,PH126500000,Region XII,PH120000000,Philippines (the),PH
Sergio Osmeña Sr.,PH097214000,Sergio Osmena Sr.,NA,NA,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Sevilla,PH071239000,NA,NA,NA,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Shariff Aguak,PH153808000,NA,NA,NA,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Shariff Saydona Mustapha,PH153837000,NA,NA,NA,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Siasi,PH156612000,NA,NA,NA,Sulu,PH156600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Siaton,PH074619000,NA,NA,NA,Negros Oriental,PH074600000,Region VII,PH070000000,Philippines (the),PH
Siay,PH098313000,NA,NA,NA,Zamboanga Sibugay,PH098300000,Region IX,PH090000000,Philippines (the),PH
Siayan,PH097215000,NA,NA,NA,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Sibagat,PH160314000,NA,NA,NA,Agusan del Sur,PH160300000,Region XIII,PH160000000,Philippines (the),PH
Sibalom,PH060616000,NA,NA,NA,Antique,PH060600000,Region VI,PH060000000,Philippines (the),PH
Sibonga,PH072246000,NA,NA,NA,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Sibuco,PH097216000,NA,NA,NA,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Sibulan,PH074620000,NA,NA,NA,Negros Oriental,PH074600000,Region VII,PH070000000,Philippines (the),PH
Sibunag,PH067905000,NA,NA,NA,Guimaras,PH067900000,Region VI,PH060000000,Philippines (the),PH
Sibutad,PH097217000,NA,NA,NA,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Sibutu,PH157011000,NA,NA,NA,Tawi-Tawi,PH157000000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Sierra Bullones,PH071240000,NA,NA,NA,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Sigay,PH012929000,NA,NA,NA,Ilocos Sur,PH012900000,Region I,PH010000000,Philippines (the),PH
Sigma,PH061916000,NA,NA,NA,Capiz,PH061900000,Region VI,PH060000000,Philippines (the),PH
Sikatuna,PH071241000,NA,NA,NA,Bohol,PH071200000,Region VII,PH070000000,Philippines (the),PH
Silago,PH086416000,NA,NA,NA,Southern Leyte,PH086400000,Region VIII,PH080000000,Philippines (the),PH
Silang,PH042118000,NA,NA,NA,Cavite,PH042100000,Region IV-A,PH040000000,Philippines (the),PH
Silay City,PH064526000,NA,NA,NA,Negros Occidental,PH064500000,Region VI,PH060000000,Philippines (the),PH
Silvino Lobos,PH084822000,NA,NA,NA,Northern Samar,PH084800000,Region VIII,PH080000000,Philippines (the),PH
Simunul,PH157004000,NA,NA,NA,Tawi-Tawi,PH157000000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Sinacaban,PH104214000,NA,NA,NA,Misamis Occidental,PH104200000,Region X,PH100000000,Philippines (the),PH
Sinait,PH012930000,NA,NA,NA,Ilocos Sur,PH012900000,Region I,PH010000000,Philippines (the),PH
Sindangan,PH097218000,NA,NA,NA,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Siniloan,PH043429000,NA,NA,NA,Laguna,PH043400000,Region IV-A,PH040000000,Philippines (the),PH
Siocon,PH097219000,NA,NA,NA,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Sipocot,PH051734000,NA,NA,NA,Camarines Sur,PH051700000,Region V,PH050000000,Philippines (the),PH
Siquijor,PH076106000,NA,NA,NA,Siquijor,PH076100000,Region VII,PH070000000,Philippines (the),PH
Sirawai,PH097220000,NA,NA,NA,Zamboanga del Norte,PH097200000,Region IX,PH090000000,Philippines (the),PH
Siruma,PH051735000,NA,NA,NA,Camarines Sur,PH051700000,Region V,PH050000000,Philippines (the),PH
Sison,PH015541000,NA,NA,NA,Pangasinan,PH015500000,Region I,PH010000000,Philippines (the),PH
Sison,PH166722000,NA,NA,NA,Surigao del Norte,PH166700000,Region XIII,PH160000000,Philippines (the),PH
Sitangkai,PH157005000,NA,NA,NA,Tawi-Tawi,PH157000000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Socorro,PH166723000,NA,NA,NA,Surigao del Norte,PH166700000,Region XIII,PH160000000,Philippines (the),PH
Socorro,PH175214000,NA,NA,NA,Oriental Mindoro,PH175200000,Region IV-B,PH170000000,Philippines (the),PH
Sofronio Española,PH175324000,NA,NA,NA,Palawan,PH175300000,Region IV-B,PH170000000,Philippines (the),PH
Sogod,PH072247000,NA,NA,NA,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Sogod,PH086417000,NA,NA,NA,Southern Leyte,PH086400000,Region VIII,PH080000000,Philippines (the),PH
Solana,PH021527000,NA,NA,NA,Cagayan,PH021500000,Region II,PH020000000,Philippines (the),PH
Solano,PH025013000,NA,NA,NA,Nueva Vizcaya,PH025000000,Region II,PH020000000,Philippines (the),PH
Solsona,PH012822000,NA,NA,NA,Ilocos Norte,PH012800000,Region I,PH010000000,Philippines (the),PH
Sominot,PH097340000,NA,NA,NA,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
South Ubian,PH157006000,NA,NA,NA,Tawi-Tawi,PH157000000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
South Upi,PH153817000,NA,NA,NA,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Sual,PH015542000,NA,NA,NA,Pangasinan,PH015500000,Region I,PH010000000,Philippines (the),PH
Subic,PH037114000,NA,NA,NA,Zambales,PH037100000,Region III,PH030000000,Philippines (the),PH
Sudipen,PH013319000,NA,NA,NA,La Union,PH013300000,Region I,PH010000000,Philippines (the),PH
Sugbongcogon,PH104323000,NA,NA,NA,Misamis Oriental,PH104300000,Region X,PH100000000,Philippines (the),PH
Sugpon,PH012931000,NA,NA,NA,Ilocos Sur,PH012900000,Region I,PH010000000,Philippines (the),PH
Sulat,PH082622000,NA,NA,NA,Eastern Samar,PH082600000,Region VIII,PH080000000,Philippines (the),PH
Sulop,PH112414000,NA,NA,NA,Davao del Sur,PH112400000,Region XI,PH110000000,Philippines (the),PH
Sultan Dumalondong,PH153640000,NA,NA,NA,Lanao del Sur,PH153600000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Sultan Kudarat,PH153812000,NA,NA,NA,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Sultan Mastura,PH153824000,NA,NA,NA,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Sultan Naga Dimaporo,PH103506000,NA,NA,NA,Lanao del Norte,PH103500000,Region X,PH100000000,Philippines (the),PH
Sultan Sa Barongis,PH153813000,NA,NA,NA,Maguindanao,PH153800000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Sumilao,PH101319000,NA,NA,NA,Bukidnon,PH101300000,Region X,PH100000000,Philippines (the),PH
Sumisip,PH150705000,NA,NA,NA,Basilan,PH150700000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Surallah,PH126313000,NA,NA,NA,South Cotabato,PH126300000,Region XII,PH120000000,Philippines (the),PH
Surigao City,PH166724000,NA,NA,NA,Surigao del Norte,PH166700000,Region XIII,PH160000000,Philippines (the),PH
Suyo,PH012932000,NA,NA,NA,Ilocos Sur,PH012900000,Region I,PH010000000,Philippines (the),PH
T'Boli,PH126316000,TBoli,NA,NA,South Cotabato,PH126300000,Region XII,PH120000000,Philippines (the),PH
Taal,PH041029000,NA,NA,NA,Batangas,PH041000000,Region IV-A,PH040000000,Philippines (the),PH
Tabango,PH083745000,NA,NA,NA,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Tabina,PH097327000,NA,NA,NA,Zamboanga del Sur,PH097300000,Region IX,PH090000000,Philippines (the),PH
Tabogon,PH072248000,NA,NA,NA,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Tabontabon,PH083746000,NA,NA,NA,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
Tabuan-Lasa,PH150713000,NA,NA,NA,Basilan,PH150700000,Autonomous Region in Muslim Mindanao,PH150000000,Philippines (the),PH
Tabuelan,PH072249000,NA,NA,NA,Cebu,PH072200000,Region VII,PH070000000,Philippines (the),PH
Tacloban City,PH083747000,NA,NA,NA,Leyte,PH083700000,Region VIII,PH080000000,Philippines (the),PH
